protocol_id,market,stage,model,feature_set,sequence_window,seed,fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share,runtime_seconds,training_sequences,feature_count,roc_auc,nrmse_percent,nmae_percent,fit_seconds,inference_seconds,total_model_seconds,trainable_parameters
track-a-final-point-in-time-v2,SET50,outer_test,lstm,full_ta_vmd,5,2025,fold_2,2012.0,2022.0,2023,2599,243,12.636924703234287,9.987611317124388,1.0779446648176043,0.9193373367370674,0.5289256198347108,0.5350191885964912,0.0714630324269476,1.0,242,1,0,55,73,41,73,0.6033057851239669,7.41326019999542,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm,full_ta_vmd,5,42,fold_3,2012.0,2023.0,2024,2842,244,10.65564488412106,8.527119648036408,0.9919728182752116,0.9414495942639076,0.4672131147540984,0.4703546672050609,-0.0599726098196015,1.0,244,0,0,50,77,53,64,0.5778688524590164,7.604544000001624,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm,full_ta_vmd,5,123,fold_3,2012.0,2023.0,2024,2842,244,17.643011155759595,14.63866302070074,1.7213100722448005,0.8394849163870809,0.4918032786885246,0.5111380308230702,0.0666668613840095,1.0,244,0,0,5,122,2,115,0.971311475409836,8.124869299994316,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm,full_ta_vmd,5,456,fold_3,2012.0,2023.0,2024,2842,244,10.27931074656424,8.305643861782363,0.9620912769123504,0.9455123067791362,0.4713114754098361,0.4759741570765193,-0.0493280405163894,1.0,244,0,0,46,81,48,69,0.6147540983606558,7.752062300001853,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm,full_ta_vmd,5,789,fold_3,2012.0,2023.0,2024,2842,244,10.926609447149792,8.717036016925443,1.0106781500880722,0.938433952597986,0.5204918032786885,0.5279292011575476,0.0598386732395547,1.0,244,0,0,44,83,34,83,0.680327868852459,8.17441620000318,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm,full_ta_vmd,5,2025,fold_3,2012.0,2023.0,2024,2842,244,12.653365792633153,10.172697202748958,1.1878510295746991,0.9174375526285754,0.5163934426229508,0.5283666464768827,0.0697058200378757,1.0,244,0,0,30,97,21,96,0.7909836065573771,7.95495280000614,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm,full_ta_vmd,5,42,fold_4,2012.0,2024.0,2025,3086,234,14.121273472594458,11.19876308227706,1.4218140434854143,0.9230220333164482,0.5213675213675214,0.519298245614035,0.0391028472837702,1.0,234,0,0,72,48,64,50,0.4188034188034188,8.246237399995152,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm,full_ta_vmd,5,123,fold_4,2012.0,2024.0,2025,3086,234,15.371860916602005,12.28867045604775,1.553358285423477,0.9087838787974032,0.5598290598290598,0.5600877192982456,0.1201534827292035,1.0,234,0,0,66,54,49,65,0.5085470085470085,8.209473299997626,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm,full_ta_vmd,5,456,fold_4,2012.0,2024.0,2025,3086,234,18.22315005028453,13.7483961252932,1.7920515664404673,0.871806616478403,0.5470085470085471,0.550219298245614,0.1036396457993991,1.0,234,0,0,51,69,37,77,0.6239316239316239,8.179755099998147,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm,full_ta_vmd,5,789,fold_4,2012.0,2024.0,2025,3086,234,14.453493306978457,11.667314552955144,1.489416324226442,0.9193574300877712,0.5170940170940171,0.5175438596491229,0.0350966998660479,1.0,234,0,0,60,60,53,61,0.5170940170940171,8.122714399993129,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm,full_ta_vmd,5,2025,fold_4,2012.0,2024.0,2025,3086,234,17.492100820733526,13.529618669962282,1.729102772615153,0.8818856534163177,0.5598290598290598,0.5627192982456141,0.1286131928826069,1.0,234,0,0,54,66,37,77,0.6111111111111112,8.598204599999008,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_attention,full_ta_vmd,10,42,fold_1,2012.0,2021.0,2022,2358,241,20.582940708694807,15.657510148163148,1.591035246359328,0.1447287483357501,0.4791666666666667,0.4971892347691659,-0.0059274417234947,1.0,240,1,0,71,36,89,44,0.3333333333333333,13.98858889999974,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_attention,full_ta_vmd,10,123,fold_1,2012.0,2021.0,2022,2358,241,22.51850688125677,17.890400682109007,1.817108922541236,-0.0236894077310507,0.5291666666666667,0.5441290141240953,0.0910350845761316,1.0,240,1,0,73,34,79,54,0.3666666666666666,13.73361109999678,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_attention,full_ta_vmd,10,456,fold_1,2012.0,2021.0,2022,2358,241,25.73609566117652,20.265839266955098,2.0573040499176547,-0.3371322161445451,0.4625,0.499508116084604,-0.0013395003866992,1.0,240,1,0,90,17,112,21,0.1583333333333333,13.93067560000054,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_attention,full_ta_vmd,10,789,fold_1,2012.0,2021.0,2022,2358,241,22.381540329213205,17.81940893074289,1.8148630012062803,-0.0112743041014562,0.4958333333333333,0.4903028599536223,-0.0193772672646132,1.0,240,1,0,47,60,61,72,0.55,14.025223099997676,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_attention,full_ta_vmd,10,2025,fold_1,2012.0,2021.0,2022,2358,241,27.359492482322647,22.451990999522533,2.278227502981587,-0.5111413940942542,0.4666666666666667,0.5096620054809922,0.0314431284748762,1.0,240,1,0,97,10,118,15,0.1041666666666666,14.714438599999994,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_attention,full_ta_vmd,10,42,fold_2,2012.0,2022.0,2023,2599,243,20.90261598679094,16.63964667428178,1.7998977918556722,0.7793057360688159,0.5371900826446281,0.5433114035087719,0.0883848072286319,1.0,242,1,0,56,72,40,74,0.6033057851239669,15.00451919999614,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_attention,full_ta_vmd,10,123,fold_2,2012.0,2022.0,2023,2599,243,66.74720405894806,55.33489837944752,6.134309286610732,-1.250380306288836,0.5041322314049587,0.5240542763157895,0.0660043896765576,1.0,242,1,0,23,105,15,99,0.8429752066115702,14.46246599999722,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_attention,full_ta_vmd,10,456,fold_2,2012.0,2022.0,2023,2599,243,23.29413863496988,17.935150659388487,1.9378001764565824,0.7259163852848628,0.5371900826446281,0.5461896929824561,0.0968644228629317,1.0,242,1,0,50,78,34,80,0.6528925619834711,14.804416999999376,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_attention,full_ta_vmd,10,789,fold_2,2012.0,2022.0,2023,2599,243,27.0590124328262,21.47860085795448,2.3379052030279377,0.6301601996423407,0.5371900826446281,0.5548245614035088,0.1372590815397046,1.0,242,1,0,32,96,16,98,0.8016528925619835,14.745064900002037,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_attention,full_ta_vmd,10,2025,fold_2,2012.0,2022.0,2023,2599,243,30.405676683540225,24.96283351215318,2.734357519214342,0.5330191106714157,0.5206611570247934,0.542077850877193,0.1240098892912243,1.0,242,1,0,22,106,10,104,0.8677685950413223,15.109162199994898,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_attention,full_ta_vmd,10,42,fold_3,2012.0,2023.0,2024,2842,244,25.314864969506075,20.183142592359783,2.3705420681016345,0.6695378970386283,0.5122950819672131,0.5261121206003097,0.0704728524873652,1.0,244,0,0,24,103,16,101,0.8360655737704918,15.367677300004289,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_attention,full_ta_vmd,10,123,fold_3,2012.0,2023.0,2024,2842,244,121.30491632909528,113.02942812653838,13.344697091938256,-6.58799851284941,0.4795081967213114,0.5,0.0,1.0,244,0,0,0,127,0,117,1.0,16.275369299997692,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_attention,full_ta_vmd,10,456,fold_3,2012.0,2023.0,2024,2842,244,19.36834564771641,15.753411221865754,1.8283891436828223,0.8065559011766268,0.4672131147540984,0.4737196311999461,-0.0554248157842748,1.0,244,0,0,40,87,43,74,0.6598360655737705,16.56809109999449,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_attention,full_ta_vmd,10,789,fold_3,2012.0,2023.0,2024,2842,244,19.30953529156129,15.64305475789994,1.8149459580409564,0.8077288712005963,0.5081967213114754,0.5181371559324315,0.0414080149713071,1.0,244,0,0,35,92,28,89,0.7418032786885246,16.205178700001852,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_attention,full_ta_vmd,10,2025,fold_3,2012.0,2023.0,2024,2842,244,34.4644997721823,29.10751689197589,3.4241175412108498,0.3874882974435804,0.5122950819672131,0.5301500773941719,0.1216986620057064,1.0,244,0,0,12,115,4,113,0.9344262295081968,16.11323579999589,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_attention,full_ta_vmd,10,42,fold_4,2012.0,2024.0,2025,3086,234,19.506527741336104,15.278313142489164,1.9446846394652395,0.8531145941950248,0.5085470085470085,0.5081140350877194,0.0162322236880471,1.0,234,0,0,63,57,58,56,0.4829059829059829,16.69017470000108,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_attention,full_ta_vmd,10,123,fold_4,2012.0,2024.0,2025,3086,234,177.50724659267027,170.0539437454583,21.775971699190137,-11.163285002888822,0.4871794871794871,0.5,0.0,1.0,234,0,0,0,120,0,114,1.0,16.727942100005748,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_attention,full_ta_vmd,10,456,fold_4,2012.0,2024.0,2025,3086,234,72.65015437479425,53.563022447569786,7.093501242945689,-1.037472665334516,0.5641025641025641,0.5695175438596491,0.153059032411478,1.0,234,0,0,43,77,25,89,0.7094017094017094,18.068236200000683,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_attention,full_ta_vmd,10,789,fold_4,2012.0,2024.0,2025,3086,234,40.66962513113632,30.838737955205488,4.064632666822197,0.3615027270238041,0.5170940170940171,0.5239035087719298,0.0563542714258778,1.0,234,0,0,31,89,24,90,0.7649572649572649,17.282234900005278,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_attention,full_ta_vmd,10,2025,fold_4,2012.0,2024.0,2025,3086,234,19.469622184559384,15.29195513795582,1.931652149195516,0.8536698708394342,0.5042735042735043,0.5015350877192982,0.0031417249127204,1.0,234,0,0,73,47,69,45,0.3931623931623931,17.173598699999275,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn,full_ta_vmd,20,42,fold_1,2012.0,2021.0,2022,2358,241,23.666640152261344,18.28730725327962,1.8605137290501896,-0.1307386656569442,0.4833333333333333,0.4936406436652378,-0.0128827025570593,1.0,240,1,0,63,44,80,53,0.4041666666666667,12.58778970000276,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn,full_ta_vmd,20,123,fold_1,2012.0,2021.0,2022,2358,241,26.90280261628271,19.416014862495825,1.9764265228676563,-0.4611139216005124,0.4875,0.5010540369615628,0.0021643956935035,1.0,240,1,0,67,40,83,50,0.375,13.075745599999207,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn,full_ta_vmd,20,456,fold_1,2012.0,2021.0,2022,2358,241,22.76216169910667,17.876209315303942,1.8254742318260904,-0.0459623126015678,0.4541666666666666,0.4636708593914693,-0.0734760192719452,1.0,240,1,0,59,48,83,50,0.4083333333333333,13.30375549999735,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn,full_ta_vmd,20,789,fold_1,2012.0,2021.0,2022,2358,241,23.78512248420944,18.19916684768012,1.855605856643492,-0.1420886423797871,0.5041666666666667,0.5014756517461879,0.0029376082746628,1.0,240,1,0,51,56,63,70,0.525,13.471540099999402,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn,full_ta_vmd,20,2025,fold_1,2012.0,2021.0,2022,2358,241,18.83656145986811,14.844483179591007,1.5076091757004413,0.2837044021179081,0.4875,0.4937460473613941,-0.0125197876028681,1.0,240,1,0,59,48,75,58,0.4416666666666666,12.959685399997396,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn,full_ta_vmd,20,42,fold_2,2012.0,2022.0,2023,2599,243,23.4745874342528,19.17646644798326,2.0654424597080507,0.7216535426715319,0.5413223140495868,0.5371436403508771,0.0749973398427922,1.0,242,1,0,78,50,61,53,0.4256198347107438,14.41698730000644,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn,full_ta_vmd,20,123,fold_2,2012.0,2022.0,2023,2599,243,23.77743911208361,18.985903020042453,2.0452362702346667,0.7144251758313336,0.5537190082644629,0.5574972587719298,0.1156943523266369,1.0,242,1,0,63,65,43,71,0.5619834710743802,13.883361799998966,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn,full_ta_vmd,20,456,fold_2,2012.0,2022.0,2023,2599,243,24.63205936298872,19.54071611581027,2.123082092109081,0.6935277147778582,0.512396694214876,0.5265899122807017,0.0608096093522585,1.0,242,1,0,36,92,26,88,0.743801652892562,14.306297600000107,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn,full_ta_vmd,20,789,fold_2,2012.0,2022.0,2023,2599,243,26.85249185509917,22.22927770500809,2.4097071995937465,0.6357840601877718,0.5165289256198347,0.5060307017543859,0.0129261122388246,1.0,242,1,0,88,40,77,37,0.3181818181818182,13.924030599999242,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn,full_ta_vmd,20,2025,fold_2,2012.0,2022.0,2023,2599,243,22.8075799431535,18.232927449387297,1.9681711688468264,0.7372467036234314,0.5454545454545454,0.5511239035087719,0.1039721749166582,1.0,242,1,0,58,70,40,74,0.5950413223140496,14.168295899995428,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn,full_ta_vmd,20,42,fold_3,2012.0,2023.0,2024,2842,244,26.748637216699205,22.310484458266743,2.6358885593117094,0.6310447002190668,0.5081967213114754,0.5252035803216906,0.0897893747716625,1.0,244,0,0,14,113,7,110,0.9139344262295082,15.085751599996,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn,full_ta_vmd,20,123,fold_3,2012.0,2023.0,2024,2842,244,27.401507319298563,22.771472603727585,2.6904245694946227,0.6128142735492597,0.5081967213114754,0.5255400767211791,0.0952311272306786,1.0,244,0,0,13,114,6,111,0.9221311475409836,14.759328100000856,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn,full_ta_vmd,20,456,fold_3,2012.0,2023.0,2024,2842,244,23.406305444265627,18.50339740539185,2.1783439451169766,0.7174884758687549,0.5040983606557377,0.5189110976512551,0.0545622684907679,1.0,244,0,0,20,107,14,103,0.860655737704918,15.01205150000169,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn,full_ta_vmd,20,789,fold_3,2012.0,2023.0,2024,2842,244,23.36714296757126,18.4814716317224,2.1736176860025647,0.7184330585337673,0.5,0.5146375933777508,0.0417241310094688,1.0,244,0,0,20,107,15,102,0.8565573770491803,14.815887900003872,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn,full_ta_vmd,20,2025,fold_3,2012.0,2023.0,2024,2842,244,27.720764983878222,22.57519388033721,2.6506911501424346,0.603739435643327,0.4918032786885246,0.5074365704286964,0.0229603896198867,1.0,244,0,0,16,111,13,104,0.8811475409836066,14.858051700000942,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn,full_ta_vmd,20,42,fold_4,2012.0,2024.0,2025,3086,234,26.50929370216781,19.79492141788843,2.592158770458386,0.7287217209749215,0.5384615384615384,0.5423245614035088,0.0886822678181109,1.0,234,0,0,47,73,35,79,0.6495726495726496,15.839919099998951,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn,full_ta_vmd,20,123,fold_4,2012.0,2024.0,2025,3086,234,47.877974886500006,36.743492998862905,4.847238838525279,0.1151080317601471,0.5213675213675214,0.5291666666666667,0.0733672096788422,1.0,234,0,0,27,93,19,95,0.8034188034188035,15.733734700006607,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn,full_ta_vmd,20,456,fold_4,2012.0,2024.0,2025,3086,234,35.80733261811707,26.7651229047266,3.521692807921412,0.5050484951718063,0.5512820512820513,0.5552631578947369,0.1161236070851358,1.0,234,0,0,48,72,33,81,0.6538461538461539,16.399861199999577,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn,full_ta_vmd,20,789,fold_4,2012.0,2024.0,2025,3086,234,60.314037079096245,44.53471779763193,5.853608569172467,-0.4042858032465006,0.5726495726495726,0.5793859649122807,0.1859999200610997,1.0,234,0,0,38,82,18,96,0.7606837606837606,15.96934880000481,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn,full_ta_vmd,20,2025,fold_4,2012.0,2024.0,2025,3086,234,101.18621833791444,73.12285003743621,9.6643914989006,-2.952404985414941,0.5512820512820513,0.5561403508771929,0.1211361590121948,1.0,234,0,0,44,76,29,85,0.688034188034188,16.375877599995874,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn_attention,full_ta_vmd,20,42,fold_1,2012.0,2021.0,2022,2358,241,29.67116750775313,23.2575201856447,2.3657202172087346,-0.7772900068277779,0.475,0.4705923687723983,-0.0586342540139071,1.0,240,1,0,46,61,65,68,0.5375,19.11335869999312,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn_attention,full_ta_vmd,20,123,fold_1,2012.0,2021.0,2022,2358,241,30.03500353107041,23.07932451167047,2.345262283258588,-0.8211444847537099,0.4625,0.466622162883845,-0.0665944255845012,1.0,240,1,0,54,53,76,57,0.4583333333333333,18.939678199996703,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn_attention,full_ta_vmd,20,456,fold_1,2012.0,2021.0,2022,2358,241,33.71873477518599,26.185869157957324,2.6537432606754265,-1.295258311856243,0.4291666666666666,0.4493359567142154,-0.1090630521093744,1.0,240,1,0,68,39,98,35,0.3083333333333333,19.02518500000588,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn_attention,full_ta_vmd,20,789,fold_1,2012.0,2021.0,2022,2358,241,30.22214958489704,23.207142176271965,2.356355522663769,-0.8439100433785811,0.475,0.4824678518726722,-0.0352130740797171,1.0,240,1,0,59,48,78,55,0.4291666666666666,16.332740799996827,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn_attention,full_ta_vmd,20,2025,fold_1,2012.0,2021.0,2022,2358,241,37.05254641158733,28.71405549409477,2.907393474186833,-1.7715655093162406,0.4583333333333333,0.4902677253882369,-0.024001994732516,1.0,240,1,0,84,23,107,26,0.2041666666666666,16.885962800006382,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn_attention,full_ta_vmd,20,42,fold_2,2012.0,2022.0,2023,2599,243,29.244236539073288,23.27449361997377,2.5199068494783443,0.568013338172559,0.512396694214876,0.5179550438596492,0.0365156968205958,1.0,242,1,0,54,74,44,70,0.5950413223140496,19.55898860000161,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn_attention,full_ta_vmd,20,123,fold_2,2012.0,2022.0,2023,2599,243,29.461268747997668,23.71835535020005,2.573544831705084,0.5615776827561272,0.5041322314049587,0.5111019736842105,0.0228322155878461,1.0,242,1,0,50,78,42,72,0.6198347107438017,20.5041676999972,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn_attention,full_ta_vmd,20,456,fold_2,2012.0,2022.0,2023,2599,243,29.1653737774358,23.545112446953738,2.556629062695417,0.5703400685055966,0.4752066115702479,0.486156798245614,-0.0298837495042814,1.0,242,1,0,38,90,37,77,0.6900826446280992,19.690916200001084,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn_attention,full_ta_vmd,20,789,fold_2,2012.0,2022.0,2023,2599,243,28.21049194013314,22.412757147270963,2.424559815031117,0.5980138588119239,0.4793388429752066,0.4867050438596491,-0.0274619433174063,1.0,242,1,0,46,82,44,70,0.628099173553719,17.84641090000514,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn_attention,full_ta_vmd,20,2025,fold_2,2012.0,2022.0,2023,2599,243,30.98317126568639,24.98761389746098,2.712248617546055,0.5151119323211724,0.4917355371900826,0.5046600877192983,0.010397407663009,1.0,242,1,0,36,92,31,83,0.7231404958677686,18.36037639999995,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn_attention,full_ta_vmd,20,42,fold_3,2012.0,2023.0,2024,2842,244,41.75461339805843,35.47651489242182,4.192578860239935,0.1009592733288263,0.5204918032786885,0.539033582340669,0.1803551642839505,1.0,244,0,0,11,116,1,116,0.9508196721311476,21.390554000005068,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn_attention,full_ta_vmd,20,123,fold_3,2012.0,2023.0,2024,2842,244,35.150469001055264,29.113346050684584,3.442174618722873,0.3628632146602008,0.5163934426229508,0.527357157278417,0.0646007445043448,1.0,244,0,0,33,94,24,93,0.7663934426229508,22.185209899995243,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn_attention,full_ta_vmd,20,456,fold_3,2012.0,2023.0,2024,2842,244,38.33925212891858,30.389028747883025,3.58876772630721,0.2420200709789067,0.4918032786885246,0.5084460596271619,0.0288814421512303,1.0,244,0,0,13,114,10,107,0.9057377049180328,18.662772499999846,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn_attention,full_ta_vmd,20,789,fold_3,2012.0,2023.0,2024,2842,244,30.43094925782952,24.2418194092102,2.848103208641156,0.5224691521801239,0.5163934426229508,0.5300491284743254,0.0803002172442911,1.0,244,0,0,25,102,16,101,0.8319672131147541,19.154785699996864,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn_attention,full_ta_vmd,20,2025,fold_3,2012.0,2023.0,2024,2842,244,37.24692342076523,30.08412629535944,3.54875959656312,0.2845961978597408,0.5122950819672131,0.5304865737936604,0.1309801460870276,1.0,244,0,0,11,116,3,114,0.9426229508196722,20.2286271999983,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn_attention,full_ta_vmd,20,42,fold_4,2012.0,2024.0,2025,3086,234,56.34854122479538,43.2276757622173,5.664300435372771,-0.2256996516864273,0.5341880341880342,0.5421052631578948,0.1068002505219752,1.0,234,0,0,28,92,17,97,0.8076923076923077,22.786448799997743,,,,,,,,,
track-a-final-point-in-time-v2,SET50,outer_test,lstm_cnn_attention,full_ta_vmd,20,123,fold_4,2012.0,2024.0,2025,3086,234,92.66980665755382,74.92028050267801,9.785456066168653,-2.315089225262358,0.5,0.5103070175438597,0.0346099453848442,1.0,234,0,0,13,107,10,104,0.9017094017094016,22.398480999996536,,,,,,,,,
