stage,model,feature_set,sequence_window,seed,fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,runtime_seconds,news_start_year
track_b_fusion,lstm_cnn,technical_vmd,20,2025,fold_3,2019,2023,2024,1212,244,27.979237614957903,23.182898079938553,2.747456946457932,0.5963153972187061,0.5286885245901639,8.845834600000671,2019
track_b_fusion,lstm_cnn,technical_vmd,20,2025,fold_4,2019,2024,2025,1456,234,57.0009910508037,41.182121430630346,5.447988896975258,-0.2542483006213221,0.5598290598290598,9.889408499999263,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,42,fold_1,2019,2021,2022,728,241,22.192723635890072,17.79664318179688,1.812956770161372,0.005716486851944147,0.48132780082987553,8.004047999999784,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,42,fold_2,2019,2022,2023,969,243,18.673126536665237,14.939516392529256,1.6111137019819552,0.8238738499437154,0.5185185185185185,8.73151709999911,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,42,fold_3,2019,2023,2024,1212,244,18.260841022116495,14.424129847185533,1.6718966426872053,0.8280461187324442,0.5491803278688525,9.122657799998706,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,42,fold_4,2019,2024,2025,1456,234,27.990891018419855,21.669779151270532,2.8165444236948183,0.6975509987525454,0.5128205128205128,9.93822849999924,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,123,fold_1,2019,2021,2022,728,241,37.693906851630814,27.142220608975407,2.7661548379924303,-1.868344655636776,0.4896265560165975,7.680352100000164,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,123,fold_2,2019,2022,2023,969,243,23.023428711828796,17.470510003527504,1.8897524380510289,0.73224982555054,0.5555555555555556,9.511236199999985,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,123,fold_3,2019,2023,2024,1212,244,42.73988291587627,36.21908962031365,4.291581216929314,0.05802996412330985,0.5,8.807945000000473,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,123,fold_4,2019,2024,2025,1456,234,44.82691729559046,35.37780651995768,4.640830300846594,0.22429524117484112,0.5384615384615384,9.95861909999985,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,456,fold_1,2019,2021,2022,728,241,35.09504574642514,26.79998198524057,2.731307644950244,-1.4864552873905046,0.46473029045643155,7.667946999999913,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,456,fold_2,2019,2022,2023,969,243,20.849265625908558,16.665634294390177,1.7949932764737764,0.7804308672886012,0.5349794238683128,9.60772309999993,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,456,fold_3,2019,2023,2024,1212,244,29.16913639986771,23.501862808617396,2.7871204056887025,0.5612495504020285,0.5327868852459017,8.667085699999006,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,456,fold_4,2019,2024,2025,1456,234,36.20353630529754,28.467750088557217,3.704362686928426,0.4940347436994599,0.5512820512820513,9.886141799999677,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,789,fold_1,2019,2021,2022,728,241,35.347101393914855,30.977444225307284,3.15261149261967,-1.5222994175752689,0.49377593360995853,7.707076499999857,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,789,fold_2,2019,2022,2023,969,243,26.649733215811263,21.116881822166143,2.2747396705434437,0.6412635607221192,0.5020576131687243,8.76474319999943,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,789,fold_3,2019,2023,2024,1212,244,23.819338761861562,19.592014402493085,2.2925574158758564,0.7074299715100316,0.5245901639344263,8.938753100001122,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,789,fold_4,2019,2024,2025,1456,234,55.58229101225414,43.79521846287524,5.753014561924388,-0.1925911864753651,0.5170940170940171,9.97502710000117,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,2025,fold_1,2019,2021,2022,728,241,38.842549506480324,29.332471859900295,2.993020976642647,-2.0458217535298737,0.45643153526970953,8.30015959999946,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,2025,fold_2,2019,2022,2023,969,243,28.825734054371736,22.922052549047727,2.482567207721229,0.5802888443307854,0.5308641975308642,7.716290399999707,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,2025,fold_3,2019,2023,2024,1212,244,40.41396639531848,32.45205527396963,3.8525300686493997,0.15776480829016792,0.5040983606557377,9.202743399999235,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,2025,fold_4,2019,2024,2025,1456,234,54.50991562612927,40.73628984826496,5.323862015025253,-0.14701666452589235,0.5384615384615384,10.11169239999981,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,42,fold_1,2019,2021,2022,728,241,39.34101921929956,32.08462073322648,3.258817223328002,-2.124497938726267,0.4605809128630705,9.574743500000295,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,42,fold_2,2019,2022,2023,969,243,31.52899168657455,26.106917244583475,2.8136814911287225,0.49787721885224245,0.522633744855967,11.396708000000217,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,42,fold_3,2019,2023,2024,1212,244,35.55141289420676,29.50481209119812,3.4827414185412664,0.348245313917777,0.5532786885245902,14.143279699999766,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,42,fold_4,2019,2024,2025,1456,234,60.14712807652506,45.34159149239206,5.979736282832221,-0.3965243056124643,0.5299145299145299,17.160955999999715,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,123,fold_1,2019,2021,2022,728,241,36.691465046174514,29.897267743833808,3.044332381115523,-1.7178102622146847,0.4979253112033195,9.642484999999397,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,123,fold_2,2019,2022,2023,969,243,28.132006213788493,23.154264875704353,2.5056463834239717,0.6002475161144815,0.5061728395061729,11.543489800000316,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,123,fold_3,2019,2023,2024,1212,244,31.544853185211075,26.249307592462312,3.1021782990121323,0.4868699450318613,0.5573770491803278,14.079852299999402,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,123,fold_4,2019,2024,2025,1456,234,42.576337244249835,31.850348627327843,4.204236705380706,0.30023002787821707,0.5555555555555556,19.1954609000004,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,456,fold_1,2019,2021,2022,728,241,38.27721756107407,29.663103385406902,3.0161175356355208,-1.9578064351327051,0.4730290456431535,10.116373899999417,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,456,fold_2,2019,2022,2023,969,243,25.157348120299456,20.5795464814396,2.2261919832738313,0.6803170453480163,0.5102880658436214,11.368316799998865,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,456,fold_3,2019,2023,2024,1212,244,28.66386922679031,23.06967302132825,2.7124567965891235,0.5763179552034976,0.5450819672131147,13.677003700000569,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,456,fold_4,2019,2024,2025,1456,234,63.38076293935957,48.66264271170155,6.415809114905577,-0.5507208756341857,0.5427350427350427,18.633785500000158,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,789,fold_1,2019,2021,2022,728,241,35.80900357388864,30.053109706610552,3.057284185228221,-1.588650988148944,0.4730290456431535,9.751891500000056,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,789,fold_2,2019,2022,2023,969,243,30.481685232768196,24.53811217683822,2.6586389974791342,0.5306814613458365,0.5349794238683128,11.968312099999821,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,789,fold_3,2019,2023,2024,1212,244,45.11042449784205,37.042714767666126,4.415516739466151,-0.04935940601978572,0.5573770491803278,14.216324899998654,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,789,fold_4,2019,2024,2025,1456,234,94.44440630342582,70.95113636535456,9.363922297600803,-2.443270880600888,0.5299145299145299,18.470120700001644,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,2025,fold_1,2019,2021,2022,728,241,36.0436180895514,29.753948352396236,3.026376037508736,-1.6226829139356544,0.45643153526970953,9.616364900000008,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,2025,fold_2,2019,2022,2023,969,243,29.34520664514984,24.503324448561944,2.6426060460980993,0.5650251912672353,0.5308641975308642,13.384490899999946,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,2025,fold_3,2019,2023,2024,1212,244,49.75094211773721,41.610471855807475,4.9481413853451786,-0.27635960344170374,0.5450819672131147,14.224683999998888,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,2025,fold_4,2019,2024,2025,1456,234,78.37188802204365,60.58749117914937,7.959989496450801,-1.371042434490228,0.5427350427350427,17.691828799999712,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,42,fold_1,2019,2021,2022,728,241,37.06601368906574,30.030248515185473,3.050367770006346,-1.7735806056381747,0.4730290456431535,9.724800900000446,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,42,fold_2,2019,2022,2023,969,243,33.975288724801885,28.38098578630159,3.0736814577701206,0.4169362066310883,0.49382716049382713,14.309342200000174,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,42,fold_3,2019,2023,2024,1212,244,28.93145140005757,23.642089266029533,2.7890968669544156,0.5683707430122623,0.5450819672131147,13.764796800000113,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,42,fold_4,2019,2024,2025,1456,234,72.90830609758089,55.593129547146646,7.332009440560998,-1.0519781147618903,0.5213675213675214,17.86426870000105,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,123,fold_1,2019,2021,2022,728,241,41.47280912856816,32.165283713830455,3.272717926869522,-2.4722895569131085,0.4730290456431535,9.73167899999953,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,123,fold_2,2019,2022,2023,969,243,27.581257013795867,22.604278459205535,2.4397636993066465,0.6157464645435349,0.51440329218107,11.381006300000081,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,123,fold_3,2019,2023,2024,1212,244,32.50229078028071,26.303831351272393,3.106306110093943,0.45524857541034225,0.5655737704918032,14.160680999999386,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,123,fold_4,2019,2024,2025,1456,234,42.41558978447052,32.31735734910791,4.250535870606726,0.3055040324613708,0.5341880341880342,18.92073260000143,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,456,fold_1,2019,2021,2022,728,241,41.28553478234992,31.138925382848605,3.16303911738971,-2.4410014628055836,0.42738589211618255,10.002205499999945,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,456,fold_2,2019,2022,2023,969,243,27.25143296866264,21.25858745407666,2.285106135319481,0.6248815292391995,0.5596707818930041,11.559714700000768,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,456,fold_3,2019,2023,2024,1212,244,35.831785013714295,29.977907614111896,3.5350467991876924,0.3379248015952674,0.5245901639344263,14.174456099999588,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,456,fold_4,2019,2024,2025,1456,234,58.020432818749356,44.35168361090186,5.845091850181898,-0.2995130240142494,0.5470085470085471,18.21879439999975,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,789,fold_1,2019,2021,2022,728,241,37.949814544680244,31.262152764119538,3.18513408290138,-1.9074238189085424,0.4979253112033195,9.93736219999937,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,789,fold_2,2019,2022,2023,969,243,31.766201884928773,25.542246365547168,2.7591326601707946,0.4902932969747691,0.5020576131687243,11.740250499999092,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,789,fold_3,2019,2023,2024,1212,244,50.85582812423198,42.18238952120795,5.027220963794508,-0.33368078214352126,0.5204918032786885,13.884995700000218,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,789,fold_4,2019,2024,2025,1456,234,67.1860612058857,50.06926252361291,6.605910151646766,-0.7425171876142254,0.5598290598290598,17.390428799999427,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,2025,fold_1,2019,2021,2022,728,241,38.28807119579427,31.064490907681936,3.158504420661391,-1.9594840650188887,0.43983402489626555,9.844861699999456,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,2025,fold_2,2019,2022,2023,969,243,32.40456646668066,26.81252452380371,2.898786972947148,0.46960161550948,0.51440329218107,12.08801350000067,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,2025,fold_3,2019,2023,2024,1212,244,34.6915498445744,27.518470429719457,3.267795492065062,0.3793913325962375,0.5450819672131147,13.926462499999616,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,2025,fold_4,2019,2024,2025,1456,234,58.974401315991095,45.121448865125316,5.957799069692637,-0.34259736231931526,0.5341880341880342,17.426978800000143,2019
