stage,model,feature_set,sequence_window,seed,fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share,runtime_seconds,news_start_year
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,123,fold_2,2019,2022,2023,968,243,27.766054376705352,22.771580742224735,2.4579657893076323,0.610580135534291,0.512396694214876,0.5179550438596492,0.03651569682059581,1.0,242,1,0,54,74,44,70,0.5950413223140496,9.394040600003791,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,123,fold_3,2019,2023,2024,1211,244,32.448553046372886,26.25672531019957,3.1004311584460065,0.45704841822291464,0.5655737704918032,0.5742647553671176,0.16336360775147227,1.0,244,0,0,46,81,25,92,0.7090163934426229,11.036466099998506,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,123,fold_4,2019,2024,2025,1455,234,42.6317341790519,32.481489096495324,4.27306967217302,0.2984078734577722,0.5341880341880342,0.5403508771929825,0.09188361123744769,1.0,234,0,0,36,84,25,89,0.7393162393162394,12.858428399995319,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,456,fold_1,2019,2021,2022,727,241,38.003709421929024,29.38580798887119,2.986287568314487,-1.9156877073104375,0.45,0.4553439673951233,-0.08931206520975335,1.0,240,1,0,54,53,79,54,0.44583333333333336,8.406705599998531,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,456,fold_2,2019,2022,2023,968,243,26.809544910193956,21.71661031209882,2.333714138536281,0.6369481572391114,0.5330578512396694,0.5370065789473684,0.07454378008628697,1.0,242,1,0,60,68,45,69,0.5661157024793388,9.657569299997704,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,456,fold_3,2019,2023,2024,1211,244,31.06201629859906,25.243617071445836,2.9603633257859774,0.5024580334733977,0.5040983606557377,0.5125176660609732,0.027423171322232986,1.0,244,0,0,39,88,33,84,0.7049180327868853,10.969321399999899,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,456,fold_4,2019,2024,2025,1455,234,54.340405601612446,41.26353519528849,5.447275104703016,-0.13989397835156137,0.5384615384615384,0.5434210526315789,0.09404801560780579,1.0,234,0,0,42,78,30,84,0.6923076923076923,12.576791600004071,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,789,fold_1,2019,2021,2022,727,241,38.899896153103334,32.185606633132906,3.279584419391558,-2.054822017650387,0.5041666666666667,0.4886866699458927,-0.023454629462495737,1.0,240,1,0,37,70,49,84,0.6416666666666667,8.252832300000591,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,789,fold_2,2019,2022,2023,968,243,31.498399195174315,25.263923646064445,2.728641726961608,0.4988511627422776,0.5289256198347108,0.5350191885964912,0.07146303242694765,1.0,242,1,0,55,73,41,73,0.6033057851239669,9.55786590000207,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,789,fold_3,2019,2023,2024,1211,244,51.79097429530043,43.67624066538985,5.193169177150433,-0.38317966038795626,0.5122950819672131,0.5311595665926375,0.15703926958605485,1.0,244,0,0,9,118,1,116,0.9590163934426229,11.050305099997786,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,789,fold_4,2019,2024,2025,1455,234,65.14472542727768,48.67323008213286,6.429590120184002,-0.6382388618601267,0.5427350427350427,0.550219298245614,0.12338426541905684,1.0,234,0,0,31,89,18,96,0.7905982905982906,12.687724000003072,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,2025,fold_1,2019,2021,2022,727,241,38.3247578548203,31.01707923134828,3.1533354805727902,-1.9651581873040205,0.44583333333333336,0.4561520623989881,-0.08897746194130304,1.0,240,1,0,59,48,85,48,0.4,8.287921200004348,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,2025,fold_2,2019,2022,2023,968,243,32.48407240075676,26.866531955450142,2.9050386683264438,0.46699571416370533,0.5165289256198347,0.5266584429824561,0.05675639971810977,1.0,242,1,0,45,83,34,80,0.6735537190082644,9.667558300003293,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,2025,fold_3,2019,2023,2024,1211,244,32.037300892261584,25.580189631185565,3.028440254350201,0.4707239137845275,0.5122950819672131,0.5217376674069587,0.0488940213378925,1.0,244,0,0,37,90,29,88,0.7295081967213115,11.146246000003885,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,2025,fold_4,2019,2024,2025,1455,234,51.28757442213303,38.68257284851155,5.112573444779104,-0.015413722780995176,0.5384615384615384,0.5458333333333334,0.1117790911458458,1.0,234,0,0,31,89,19,95,0.7863247863247863,12.019622000007075,2019
