stage,model,feature_set,sequence_window,seed,fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share,runtime_seconds
window_selection,lstm,full_ta_vmd,10,42,fold_4,2012,2020,2021,2117,240,18.46894617597008,14.05559194902577,1.4674227947954497,0.2562608576331706,0.4708333333333333,0.4965856037906766,-0.0145434270240581,1.0,240,0,0,106,7,120,7,0.0583333333333333,7.630349899998691
window_selection,lstm,full_ta_vmd,20,42,fold_1,2012,2017,2018,1385,245,46.95464839817322,43.01390949697385,3.750885213419703,-0.1914624933598059,0.5020408163265306,0.5,0.0,1.0,245,0,0,123,0,122,0,0.0,7.249674500002584
window_selection,lstm,full_ta_vmd,20,42,fold_2,2012,2018,2019,1630,244,19.42807755176637,17.23167798602665,1.5857634015310866,0.3825547439004993,0.4959016393442623,0.515748031496063,0.1239125930188752,1.0,244,0,0,4,123,0,117,0.9836065573770492,8.596551599999657
window_selection,lstm,full_ta_vmd,20,42,fold_3,2012,2019,2020,1874,243,38.33547533315432,25.703320507793173,3.0399732001767013,0.8164376995979171,0.4462809917355372,0.4459404045926736,-0.1081191908146528,1.0,242,1,0,57,67,67,51,0.4876033057851239,9.809828900004504
window_selection,lstm,full_ta_vmd,20,42,fold_4,2012,2020,2021,2117,240,24.195834313557416,21.17574298574525,2.208999423525196,-0.2764905711158532,0.4708333333333333,0.5,0.0,1.0,240,0,0,113,0,127,0,0.0,10.194210900001051
window_selection,cnn,full_ta,1,42,fold_1,2012,2017,2018,1385,245,30.281975749492155,27.589960830742136,2.4404306679228016,0.5044452942979656,0.4979591836734693,0.5,0.0,1.0,245,0,0,0,123,0,122,1.0,4.191212699995958
window_selection,cnn,full_ta,1,42,fold_2,2012,2018,2019,1630,244,21.669184126847888,18.674619840114687,1.7073945548917917,0.2318891121688141,0.4877049180327868,0.5078740157480315,0.0872566198449966,1.0,244,0,0,2,125,0,117,0.9918032786885246,4.496096900002158
window_selection,cnn,full_ta,1,42,fold_3,2012,2019,2020,1874,243,24.3003176032878,18.166981964278676,2.136616978661853,0.9262425852218014,0.4876033057851239,0.4965144887916894,-0.0100271427908163,1.0,242,1,0,17,107,17,101,0.859504132231405,4.6889471000031335
window_selection,cnn,full_ta,1,42,fold_4,2012,2020,2021,2117,240,10.947187813854097,8.37218815481663,0.8736457557732369,0.7386987149804499,0.5083333333333333,0.4964113999024458,-0.0078491678408815,1.0,240,0,0,33,80,38,89,0.7041666666666667,5.446729900002538
window_selection,cnn,full_ta,3,42,fold_1,2012,2017,2018,1385,245,13.816855533223606,11.04350940134094,0.9845752924025752,0.8968328048784306,0.5061224489795918,0.507463681194189,0.0198035424263919,1.0,245,0,0,22,101,20,102,0.8285714285714286,4.911601399995561
window_selection,cnn,full_ta,3,42,fold_2,2012,2018,2019,1630,244,28.05247062932696,25.764339727202252,2.355634497434559,-0.2873037492594832,0.4795081967213114,0.5,0.0,1.0,244,0,0,0,127,0,117,1.0,5.097843900002772
window_selection,cnn,full_ta,3,42,fold_3,2012,2019,2020,1874,243,48.69765112905901,36.596705440551865,4.285857752707902,0.7037912969338628,0.5206611570247934,0.509499726626572,0.0437460060469871,1.0,242,1,0,119,5,111,7,0.0495867768595041,5.479144899996754
window_selection,cnn,full_ta,3,42,fold_4,2012,2020,2021,2117,240,18.037360760452614,15.064587861140586,1.5709575954610648,0.2906143638133651,0.525,0.505330638979862,0.0144251393216587,1.0,240,0,0,19,94,20,107,0.8375,5.93959399999585
window_selection,cnn,full_ta,5,42,fold_1,2012,2017,2018,1385,245,15.409333154742011,12.343006043920711,1.0897606364147765,0.8716810256844739,0.5224489795918368,0.5224243635878982,0.0448517161942391,1.0,245,0,0,65,58,59,63,0.4938775510204081,4.579682199997478
window_selection,cnn,full_ta,5,42,fold_2,2012,2018,2019,1630,244,21.88565090215214,18.581117665278985,1.7017738087656042,0.216466198694893,0.4959016393442623,0.5140655494986204,0.0604301336251407,1.0,244,0,0,9,118,5,112,0.9426229508196722,4.290051500000118
window_selection,cnn,full_ta,5,42,fold_3,2012,2019,2020,1874,243,73.84747285701053,56.988242761989454,6.6294836373347446,0.3188338432700047,0.5247933884297521,0.5137370147621652,0.060909465651676,1.0,242,1,0,119,5,110,8,0.0537190082644628,4.84621419999894
window_selection,cnn,full_ta,5,42,fold_4,2012,2020,2021,2117,240,22.141826545722328,18.078111017624543,1.8809921566965573,-0.0689645326653802,0.4958333333333333,0.4811859800710752,-0.0433751310417903,1.0,240,0,0,26,87,34,93,0.75,5.047073499998078
window_selection,cnn,full_ta,10,42,fold_1,2012,2017,2018,1385,245,20.618824185401795,16.99914855210633,1.50738826801226,0.770252401367537,0.5142857142857142,0.5140277222444356,0.0282825258497541,1.0,245,0,0,71,52,67,55,0.436734693877551,3.777402699997765
window_selection,cnn,full_ta,10,42,fold_2,2012,2018,2019,1630,244,54.30085815505584,51.34303322301521,4.695494839261036,-3.823387878885221,0.4795081967213114,0.5,0.0,1.0,244,0,0,0,127,0,117,1.0,4.393492600000172
window_selection,cnn,full_ta,10,42,fold_3,2012,2019,2020,1874,243,59.38937571561631,37.59667915417388,4.501692446618068,0.5594458397618831,0.4876033057851239,0.4852378348824494,-0.0300633668707471,1.0,242,1,0,72,52,72,46,0.4049586776859504,4.83968289999757
window_selection,cnn,full_ta,10,42,fold_4,2012,2020,2021,2117,240,23.056671427359667,19.52753894901274,2.0291226983115043,-0.1591232807649498,0.4666666666666667,0.4882586579332451,-0.0349490060306904,1.0,240,0,0,97,16,112,15,0.1291666666666666,5.512162400002126
window_selection,cnn,full_ta,20,42,fold_1,2012,2017,2018,1385,245,22.4933189184443,18.439070371564533,1.6349805436827114,0.72658000464526,0.5551020408163265,0.5547780887644942,0.1109702482532071,1.0,245,0,0,78,45,64,58,0.4204081632653061,4.628187099995557
window_selection,cnn,full_ta,20,42,fold_2,2012,2018,2019,1630,244,21.4549087673204,17.634461706923123,1.6148261122777028,0.2470049076357754,0.4713114754098361,0.479002624671916,-0.0453031459400819,1.0,244,0,0,37,90,39,78,0.6885245901639344,4.8751286000042455
