regime,feature,consensus_normalized_rank,normalized_rank_std,contributing_cells,consensus_rank
global,Close_W_lag2,0.20606060606060606,0.19821095943868486,15,11
global,Direction_lag1,0.20881542699724517,0.17956277040708382,15,12
global,Close_D_lag60,0.21707988980716253,0.14356895592330401,15,13
global,Close_W_lag1,0.22203856749311296,0.2569563882950545,15,14
global,Close_D_lag20,0.23085399449035812,0.15472328966914828,15,15
global,Close_D_lag2,0.23801652892561984,0.12306638658044124,15,16
global,Open_W,0.23801652892561984,0.1783833544699476,15,17
global,Close_D_lag5,0.23966942148760328,0.08157513421546492,15,18
global,SMA_10,0.24022038567493112,0.24910127895178324,15,19
global,Close_M_lag1,0.24242424242424246,0.20425256997821017,15,20
global,StochK_14,0.2484848484848485,0.18797835975335886,15,21
global,High_M,0.25234159779614324,0.15334235082553516,15,22
global,Close_M,0.2539944903581267,0.26811721491293905,15,23
global,WMA_20,0.2545454545454546,0.150300306617937,15,24
global,WilliamsR_14,0.2550964187327824,0.186084607662748,15,25
global,Direction_lag2,0.25730027548209367,0.16783362412895877,15,26
global,High_D,0.2611570247933884,0.20582613399608016,15,27
global,Close_W_lag4,0.2622589531680441,0.21281058600017988,15,28
global,Low_M,0.26776859504132233,0.1602782324265774,15,29
global,Direction_lag5,0.274931129476584,0.16665512008685546,15,30
global,Close_M_lag3,0.27933884297520656,0.15888416318278237,15,31
global,High_W,0.28705234159779613,0.24878772038464403,15,32
global,SMA_20,0.29421487603305785,0.2447413503446064,15,33
global,Close_D_lag3,0.30358126721763085,0.21610913701149545,15,34
global,Close_W,0.3162534435261708,0.24847376612624825,15,35
global,StochD_3,0.3305785123966942,0.2179195948464151,15,36
global,VMD_IMF_1,0.34545454545454546,0.22307926922486332,15,37
global,VMD_Noise_Energy_Ratio,0.3526170798898072,0.25533362594282166,15,38
global,Open_D,0.35482093663911846,0.2951411249762316,15,39
global,Direction_lag3,0.36749311294765835,0.18479548639034263,15,40
global,Open_M,0.37190082644628103,0.2749719794977542,15,41
global,Close_D_lag10,0.37741046831955927,0.2072873638997661,15,42
global,ADX_14,0.3845730027548209,0.2352701870441524,15,43
global,Return_60D,0.3862258953168044,0.2181537911470436,15,44
global,Momentum_60,0.3955922865013774,0.18710429518583474,15,45
global,Body_M,0.40055096418732783,0.19728332074131907,15,46
global,PlusDI_14,0.4099173553719008,0.19609106575782118,15,47
global,MinusDI_14,0.4209366391184573,0.1794268704539091,15,48
global,Down_Ratio_5,0.43305785123966944,0.21564208195124934,15,49
global,Body_to_Range_D,0.4369146005509642,0.2513512356111639,15,50
global,Volatility_60,0.446831955922865,0.24917960694190186,15,51
global,Close_Position_D,0.45674931129476587,0.19060721894351454,15,52
global,Close_Position_W,0.4617079889807163,0.17318414202112453,15,53
global,Close_Position_M,0.47107438016528924,0.20001268413338152,15,54
global,RSI_14,0.4721763085399449,0.20916641581683443,15,55
global,Volatility_5,0.484297520661157,0.2146215912479925,15,56
global,Up_Ratio_20,0.49421487603305786,0.21121668361526533,15,57
global,Change_pct_M,0.49531680440771353,0.1979646713200048,15,58
global,Up_Ratio_5,0.50633608815427,0.2522734484501036,15,59
global,Spread_M,0.5068870523415978,0.28881171223688773,15,60
global,Close_to_SMA_60,0.5201101928374655,0.19774274974104045,15,61
global,MACD_Signal_9,0.5206611570247933,0.195872002903334,15,62
global,Return_20D,0.525068870523416,0.1562107360224517,15,63
global,Volatility_10,0.5333333333333333,0.23587077739519394,15,64
global,Down_Ratio_10,0.5371900826446281,0.2300517017014139,15,65
global,Volume_MA_20,0.5371900826446281,0.21412547145342034,15,66
global,Down_Ratio_20,0.5454545454545454,0.23375430783026366,15,67
global,MACD_12_26,0.5454545454545454,0.23805588025744626,15,68
global,Momentum_20,0.5487603305785124,0.2034180586699011,15,69
global,Volatility_20,0.5592286501377411,0.20892837214672189,15,70
global,ROC_60,0.5603305785123968,0.2261850111609059,15,71
global,ROC_20,0.5630853994490359,0.20881625769922996,15,72
global,VMD_IMF_2,0.5939393939393939,0.19371476383270866,15,73
global,Volume_MA_5,0.5955922865013774,0.25662581291698855,15,74
