Date,Close_D,Open_D,High_D,Low_D,Volume_D,Change_pct_D,Close_W,Open_W,High_W,Low_W,Volume_W,Change_pct_W,Close_M,Open_M,High_M,Low_M,Volume_M,Change_pct_M,Target_Next_Close
2012-03-15,823.39,819.82,826.05,819.41,1340000000.0,0.64,814.89,818.9,824.94,808.54,4950000000.0,-0.77,818.78,756.55,818.78,753.02,28380000000.0,8.1,838.44
2012-03-16,838.44,827.74,838.44,824.71,1920000000.0,1.83,814.89,818.9,824.94,808.54,4950000000.0,-0.77,818.78,756.55,818.78,753.02,28380000000.0,8.1,837.93
2012-03-19,837.93,843.59,847.87,837.93,1730000000.0,-0.06,838.44,817.53,838.44,802.71,6820000000.0,2.89,818.78,756.55,818.78,753.02,28380000000.0,8.1,843.65
2012-03-20,843.65,838.32,846.73,837.67,1030000000.0,0.68,838.44,817.53,838.44,802.71,6820000000.0,2.89,818.78,756.55,818.78,753.02,28380000000.0,8.1,852.14
2012-03-21,852.14,843.18,852.14,840.23,1720000000.0,1.01,838.44,817.53,838.44,802.71,6820000000.0,2.89,818.78,756.55,818.78,753.02,28380000000.0,8.1,839.22
2012-03-22,839.22,851.41,857.0,839.22,2570000000.0,-1.52,838.44,817.53,838.44,802.71,6820000000.0,2.89,818.78,756.55,818.78,753.02,28380000000.0,8.1,841.76
2012-03-23,841.76,840.48,844.12,830.1,1170000000.0,0.3,838.44,817.53,838.44,802.71,6820000000.0,2.89,818.78,756.55,818.78,753.02,28380000000.0,8.1,836.77
2012-03-26,836.77,842.99,845.08,835.96,745170000.0,-0.59,841.76,843.59,857.0,830.1,8220000000.000001,0.4,818.78,756.55,818.78,753.02,28380000000.0,8.1,852.25
2012-03-27,852.25,848.14,852.25,844.45,817760000.0,1.85,841.76,843.59,857.0,830.1,8220000000.000001,0.4,818.78,756.55,818.78,753.02,28380000000.0,8.1,849.51
2012-03-28,849.51,849.47,853.53,845.67,679890000.0,-0.32,841.76,843.59,857.0,830.1,8220000000.000001,0.4,818.78,756.55,818.78,753.02,28380000000.0,8.1,849.34
2012-03-29,849.34,844.82,850.73,841.55,716130000.0,-0.02,841.76,843.59,857.0,830.1,8220000000.000001,0.4,818.78,756.55,818.78,753.02,28380000000.0,8.1,842.91
2012-03-30,842.91,850.32,851.94,840.46,855680000.0,-0.76,841.76,843.59,857.0,830.1,8220000000.000001,0.4,818.78,756.55,818.78,753.02,28380000000.0,8.1,843.87
2012-04-02,843.87,842.04,847.13,841.08,448470000.0,0.11,842.91,842.99,853.53,835.96,3810000000.0,0.14,842.91,817.39,857.0,802.71,26340000000.0,2.95,853.51
2012-04-03,853.51,848.26,855.38,848.01,703850000.0,1.14,842.91,842.99,853.53,835.96,3810000000.0,0.14,842.91,817.39,857.0,802.71,26340000000.0,2.95,843.26
2012-04-04,843.26,851.28,853.32,843.26,706340000.0,-1.2,842.91,842.99,853.53,835.96,3810000000.0,0.14,842.91,817.39,857.0,802.71,26340000000.0,2.95,831.74
2012-04-05,831.74,841.62,842.45,827.91,760320000.0,-1.37,842.91,842.99,853.53,835.96,3810000000.0,0.14,842.91,817.39,857.0,802.71,26340000000.0,2.95,819.57
2012-04-10,819.57,825.28,826.57,813.38,697780000.0,-1.46,831.74,842.04,855.38,827.91,2620000000.0,-1.33,842.91,817.39,857.0,802.71,26340000000.0,2.95,810.76
2012-04-11,810.76,812.25,816.09,808.06,834390000.0,-1.07,831.74,842.04,855.38,827.91,2620000000.0,-1.33,842.91,817.39,857.0,802.71,26340000000.0,2.95,821.45
2012-04-12,821.45,813.41,821.45,813.41,469120000.0,1.32,831.74,842.04,855.38,827.91,2620000000.0,-1.33,842.91,817.39,857.0,802.71,26340000000.0,2.95,813.0
2012-04-17,813.0,829.87,829.87,809.76,640060000.0,-1.03,821.45,825.28,826.57,808.06,2000000000.0,-1.24,842.91,817.39,857.0,802.71,26340000000.0,2.95,818.87
2012-04-18,818.87,820.89,823.27,815.6,632290000.0,0.72,821.45,825.28,826.57,808.06,2000000000.0,-1.24,842.91,817.39,857.0,802.71,26340000000.0,2.95,832.66
2012-04-19,832.66,820.58,832.82,819.07,652360000.0,1.68,821.45,825.28,826.57,808.06,2000000000.0,-1.24,842.91,817.39,857.0,802.71,26340000000.0,2.95,839.45
2012-04-20,839.45,832.12,840.17,830.04,974840000.0,0.82,821.45,825.28,826.57,808.06,2000000000.0,-1.24,842.91,817.39,857.0,802.71,26340000000.0,2.95,834.68
2012-04-23,834.68,842.38,844.61,832.56,1470000000.0,-0.57,839.45,829.87,840.17,809.76,2900000000.0,2.19,842.91,817.39,857.0,802.71,26340000000.0,2.95,842.26
2012-04-24,842.26,838.06,842.26,834.69,885590000.0,0.91,839.45,829.87,840.17,809.76,2900000000.0,2.19,842.91,817.39,857.0,802.71,26340000000.0,2.95,842.33
2012-04-25,842.33,843.33,845.64,838.72,854770000.0,0.01,839.45,829.87,840.17,809.76,2900000000.0,2.19,842.91,817.39,857.0,802.71,26340000000.0,2.95,848.32
2012-04-26,848.32,843.86,851.26,843.86,799370000.0,0.71,839.45,829.87,840.17,809.76,2900000000.0,2.19,842.91,817.39,857.0,802.71,26340000000.0,2.95,850.11
2012-04-27,850.11,850.31,852.48,844.54,531960000.00000006,0.21,839.45,829.87,840.17,809.76,2900000000.0,2.19,842.91,817.39,857.0,802.71,26340000000.0,2.95,863.82
2012-04-30,863.82,855.09,863.82,854.89,852670000.0,1.61,850.11,842.38,852.48,832.56,4540000000.0,1.27,842.91,817.39,857.0,802.71,26340000000.0,2.95,871.94
2012-05-02,871.94,869.58,873.64,867.86,811380000.0,0.94,850.11,842.38,852.48,832.56,4540000000.0,1.27,863.82,842.04,863.82,808.06,12910000000.0,2.48,872.75
2012-05-03,872.75,872.92,879.5,869.33,1080000000.0,0.09,850.11,842.38,852.48,832.56,4540000000.0,1.27,863.82,842.04,863.82,808.06,12910000000.0,2.48,861.93
2012-05-04,861.93,872.66,872.66,861.01,1150000000.0,-1.24,850.11,842.38,852.48,832.56,4540000000.0,1.27,863.82,842.04,863.82,808.06,12910000000.0,2.48,864.17
2012-05-08,864.17,856.98,865.44,854.85,1160000000.0,0.26,861.93,855.09,879.5,854.89,3900000000.0,1.39,863.82,842.04,863.82,808.06,12910000000.0,2.48,845.27
2012-05-09,845.27,858.92,860.91,845.27,1620000000.0,-2.19,861.93,855.09,879.5,854.89,3900000000.0,1.39,863.82,842.04,863.82,808.06,12910000000.0,2.48,832.43
2012-05-10,832.43,840.01,840.65,828.49,1770000000.0,-1.52,861.93,855.09,879.5,854.89,3900000000.0,1.39,863.82,842.04,863.82,808.06,12910000000.0,2.48,833.65
2012-05-11,833.65,830.0,836.72,823.56,1880000000.0,0.15,861.93,855.09,879.5,854.89,3900000000.0,1.39,863.82,842.04,863.82,808.06,12910000000.0,2.48,815.21
2012-05-14,815.21,833.13,840.65,810.36,1180000000.0,-2.21,833.65,856.98,865.44,823.56,6440000000.0,-3.28,863.82,842.04,863.82,808.06,12910000000.0,2.48,830.41
2012-05-15,830.41,814.32,830.41,810.58,733550000.0,1.86,833.65,856.98,865.44,823.56,6440000000.0,-3.28,863.82,842.04,863.82,808.06,12910000000.0,2.48,820.4
2012-05-16,820.4,815.94,820.4,805.66,1100000000.0,-1.21,833.65,856.98,865.44,823.56,6440000000.0,-3.28,863.82,842.04,863.82,808.06,12910000000.0,2.48,821.87
2012-05-17,821.87,821.96,826.24,815.84,967990000.0,0.18,833.65,856.98,865.44,823.56,6440000000.0,-3.28,863.82,842.04,863.82,808.06,12910000000.0,2.48,806.71
2012-05-18,806.71,809.48,811.97,802.61,853760000.0,-1.84,833.65,856.98,865.44,823.56,6440000000.0,-3.28,863.82,842.04,863.82,808.06,12910000000.0,2.48,790.73
2012-05-21,790.73,805.2,806.19,790.73,684290000.0,-1.98,806.71,833.13,840.65,802.61,4840000000.0,-3.23,863.82,842.04,863.82,808.06,12910000000.0,2.48,786.06
2012-05-22,786.06,799.42,801.47,786.06,633520000.0,-0.59,806.71,833.13,840.65,802.61,4840000000.0,-3.23,863.82,842.04,863.82,808.06,12910000000.0,2.48,770.17
2012-05-23,770.17,781.38,783.73,768.13,725480000.0,-2.02,806.71,833.13,840.65,802.61,4840000000.0,-3.23,863.82,842.04,863.82,808.06,12910000000.0,2.48,783.86
2012-05-24,783.86,770.89,783.86,764.09,1180000000.0,1.78,806.71,833.13,840.65,802.61,4840000000.0,-3.23,863.82,842.04,863.82,808.06,12910000000.0,2.48,786.87
2012-05-25,786.87,777.8,788.69,774.76,534890000.0,0.38,806.71,833.13,840.65,802.61,4840000000.0,-3.23,863.82,842.04,863.82,808.06,12910000000.0,2.48,791.76
2012-05-28,791.76,784.1,791.78,778.9,444420000.0,0.62,786.87,805.2,806.19,764.09,3760000000.0,-2.46,863.82,842.04,863.82,808.06,12910000000.0,2.48,802.16
2012-05-29,802.16,792.07,804.46,791.87,846980000.0,1.31,786.87,805.2,806.19,764.09,3760000000.0,-2.46,863.82,842.04,863.82,808.06,12910000000.0,2.48,789.62
2012-05-30,789.62,795.05,797.18,788.76,534020000.0,-1.56,786.87,805.2,806.19,764.09,3760000000.0,-2.46,863.82,842.04,863.82,808.06,12910000000.0,2.48,791.54
2012-05-31,791.54,781.04,794.48,777.33,780570000.0,0.24,786.87,805.2,806.19,764.09,3760000000.0,-2.46,863.82,842.04,863.82,808.06,12910000000.0,2.48,772.39
2012-06-01,772.39,787.71,789.73,772.39,604790000.0,-2.42,786.87,805.2,806.19,764.09,3760000000.0,-2.46,791.54,869.58,879.5,764.09,20690000000.0,-8.37,761.66
2012-06-05,761.66,776.13,778.32,761.66,610650000.0,-1.39,772.39,784.1,804.46,772.39,3210000000.0,-1.84,791.54,869.58,879.5,764.09,20690000000.0,-8.37,775.6
2012-06-06,775.6,770.26,780.37,769.41,462020000.0,1.83,772.39,784.1,804.46,772.39,3210000000.0,-1.84,791.54,869.58,879.5,764.09,20690000000.0,-8.37,777.14
2012-06-07,777.14,785.73,789.06,773.83,647800000.0,0.2,772.39,784.1,804.46,772.39,3210000000.0,-1.84,791.54,869.58,879.5,764.09,20690000000.0,-8.37,783.68
2012-06-08,783.68,774.9,783.68,771.36,415090000.0,0.84,772.39,784.1,804.46,772.39,3210000000.0,-1.84,791.54,869.58,879.5,764.09,20690000000.0,-8.37,807.94
2012-06-11,807.94,796.74,807.94,796.74,731090000.0,3.1,783.68,776.13,789.06,761.66,2140000000.0,1.46,791.54,869.58,879.5,764.09,20690000000.0,-8.37,810.66
2012-06-12,810.66,799.98,810.66,797.65,614080000.0,0.34,783.68,776.13,789.06,761.66,2140000000.0,1.46,791.54,869.58,879.5,764.09,20690000000.0,-8.37,806.51
2012-06-13,806.51,811.33,813.62,801.63,551380000.0,-0.51,783.68,776.13,789.06,761.66,2140000000.0,1.46,791.54,869.58,879.5,764.09,20690000000.0,-8.37,801.72
2012-06-14,801.72,802.48,810.85,801.37,1150000000.0,-0.59,783.68,776.13,789.06,761.66,2140000000.0,1.46,791.54,869.58,879.5,764.09,20690000000.0,-8.37,812.56
2012-06-15,812.56,808.25,816.37,807.13,1530000000.0,1.35,783.68,776.13,789.06,761.66,2140000000.0,1.46,791.54,869.58,879.5,764.09,20690000000.0,-8.37,809.88
2012-06-18,809.88,822.5,824.79,807.17,952500000.0,-0.33,812.56,796.74,816.37,796.74,4570000000.0,3.69,791.54,869.58,879.5,764.09,20690000000.0,-8.37,816.9
2012-06-19,816.9,812.14,816.9,808.36,890240000.0,0.87,812.56,796.74,816.37,796.74,4570000000.0,3.69,791.54,869.58,879.5,764.09,20690000000.0,-8.37,816.68
2012-06-20,816.68,814.8,818.61,812.4,457660000.0,-0.03,812.56,796.74,816.37,796.74,4570000000.0,3.69,791.54,869.58,879.5,764.09,20690000000.0,-8.37,804.89
2012-06-21,804.89,809.94,811.07,802.9,495010000.0,-1.44,812.56,796.74,816.37,796.74,4570000000.0,3.69,791.54,869.58,879.5,764.09,20690000000.0,-8.37,800.07
2012-06-22,800.07,797.53,800.07,793.75,786740000.0,-0.6,812.56,796.74,816.37,796.74,4570000000.0,3.69,791.54,869.58,879.5,764.09,20690000000.0,-8.37,795.68
2012-06-25,795.68,798.85,803.97,795.68,693870000.0,-0.55,800.07,822.5,824.79,793.75,3580000000.0,-1.54,791.54,869.58,879.5,764.09,20690000000.0,-8.37,798.51
2012-06-26,798.51,795.05,801.32,794.04,429000000.0,0.36,800.07,822.5,824.79,793.75,3580000000.0,-1.54,791.54,869.58,879.5,764.09,20690000000.0,-8.37,809.75
2012-06-27,809.75,802.93,810.75,802.23,572350000.0,1.41,800.07,822.5,824.79,793.75,3580000000.0,-1.54,791.54,869.58,879.5,764.09,20690000000.0,-8.37,814.02
2012-06-28,814.02,813.42,819.99,805.27,604240000.0,0.53,800.07,822.5,824.79,793.75,3580000000.0,-1.54,791.54,869.58,879.5,764.09,20690000000.0,-8.37,814.38
2012-06-29,814.38,817.78,826.08,814.38,784500000.0,0.04,800.07,822.5,824.79,793.75,3580000000.0,-1.54,791.54,869.58,879.5,764.09,20690000000.0,-8.37,827.4
2012-07-02,827.4,824.57,828.45,821.44,571400000.0,1.6,814.38,798.85,826.08,794.04,3080000000.0,1.79,814.38,787.71,826.08,761.66,13980000000.0,2.89,834.48
2012-07-03,834.48,831.33,835.09,829.15,645070000.0,0.86,814.38,798.85,826.08,794.04,3080000000.0,1.79,814.38,787.71,826.08,761.66,13980000000.0,2.89,830.48
2012-07-04,830.48,837.86,838.44,827.47,860240000.0,-0.48,814.38,798.85,826.08,794.04,3080000000.0,1.79,814.38,787.71,826.08,761.66,13980000000.0,2.89,836.15
2012-07-05,836.15,829.59,836.15,826.64,676010000.0,0.68,814.38,798.85,826.08,794.04,3080000000.0,1.79,814.38,787.71,826.08,761.66,13980000000.0,2.89,833.94
2012-07-06,833.94,835.87,838.23,827.32,565290000.0,-0.26,814.38,798.85,826.08,794.04,3080000000.0,1.79,814.38,787.71,826.08,761.66,13980000000.0,2.89,823.21
2012-07-09,823.21,826.92,827.88,822.77,425890000.0,-1.29,833.94,824.57,838.44,821.44,3320000000.0,2.4,814.38,787.71,826.08,761.66,13980000000.0,2.89,837.67
2012-07-10,837.67,824.61,837.67,823.34,496400000.0,1.76,833.94,824.57,838.44,821.44,3320000000.0,2.4,814.38,787.71,826.08,761.66,13980000000.0,2.89,840.61
2012-07-11,840.61,834.49,842.1,833.29,574220000.0,0.35,833.94,824.57,838.44,821.44,3320000000.0,2.4,814.38,787.71,826.08,761.66,13980000000.0,2.89,828.66
2012-07-12,828.66,836.13,838.29,828.6,466410000.0,-1.42,833.94,824.57,838.44,821.44,3320000000.0,2.4,814.38,787.71,826.08,761.66,13980000000.0,2.89,841.59
2012-07-13,841.59,829.53,843.68,829.53,449090000.0,1.56,833.94,824.57,838.44,821.44,3320000000.0,2.4,814.38,787.71,826.08,761.66,13980000000.0,2.89,843.8
2012-07-16,843.8,843.33,848.33,840.48,552350000.0,0.26,841.59,826.92,843.68,822.77,2410000000.0,0.92,814.38,787.71,826.08,761.66,13980000000.0,2.89,851.44
2012-07-17,851.44,850.34,852.27,847.69,816700000.0,0.91,841.59,826.92,843.68,822.77,2410000000.0,0.92,814.38,787.71,826.08,761.66,13980000000.0,2.89,846.8
2012-07-18,846.8,849.29,851.39,843.38,799320000.0,-0.54,841.59,826.92,843.68,822.77,2410000000.0,0.92,814.38,787.71,826.08,761.66,13980000000.0,2.89,840.77
2012-07-19,840.77,853.39,853.64,838.53,993560000.0,-0.71,841.59,826.92,843.68,822.77,2410000000.0,0.92,814.38,787.71,826.08,761.66,13980000000.0,2.89,836.99
2012-07-20,836.99,843.54,845.5,834.19,565890000.0,-0.45,841.59,826.92,843.68,822.77,2410000000.0,0.92,814.38,787.71,826.08,761.66,13980000000.0,2.89,818.43
2012-07-23,818.43,820.99,825.41,817.16,590240000.0,-2.22,836.99,843.33,853.64,834.19,3730000000.0,-0.55,814.38,787.71,826.08,761.66,13980000000.0,2.89,819.59
2012-07-24,819.59,817.53,823.96,815.93,521170000.0,0.14,836.99,843.33,853.64,834.19,3730000000.0,-0.55,814.38,787.71,826.08,761.66,13980000000.0,2.89,820.13
2012-07-25,820.13,818.42,821.06,812.57,602190000.0,0.07,836.99,843.33,853.64,834.19,3730000000.0,-0.55,814.38,787.71,826.08,761.66,13980000000.0,2.89,808.79
2012-07-26,808.79,824.12,826.23,808.42,639030000.0,-1.38,836.99,843.33,853.64,834.19,3730000000.0,-0.55,814.38,787.71,826.08,761.66,13980000000.0,2.89,812.36
2012-07-27,812.36,821.21,821.64,808.9,743960000.0,0.44,836.99,843.33,853.64,834.19,3730000000.0,-0.55,814.38,787.71,826.08,761.66,13980000000.0,2.89,824.48
2012-07-30,824.48,816.32,824.48,815.85,417650000.0,1.49,812.36,820.99,826.23,808.42,3100000000.0,-2.94,814.38,787.71,826.08,761.66,13980000000.0,2.89,828.67
2012-07-31,828.67,828.66,829.16,820.84,704210000.0,0.51,812.36,820.99,826.23,808.42,3100000000.0,-2.94,814.38,787.71,826.08,761.66,13980000000.0,2.89,829.1
2012-08-01,829.1,826.78,830.29,824.39,775770000.0,0.05,812.36,820.99,826.23,808.42,3100000000.0,-2.94,828.67,824.57,853.64,808.42,13680000000.0,1.75,825.47
2012-08-03,825.47,823.69,826.99,816.83,912020000.0,-0.44,812.36,820.99,826.23,808.42,3100000000.0,-2.94,828.67,824.57,853.64,808.42,13680000000.0,1.75,833.52
2012-08-06,833.52,832.44,834.92,828.51,617580000.0,0.98,825.47,816.32,830.29,815.85,2810000000.0,1.61,828.67,824.57,853.64,808.42,13680000000.0,1.75,832.96
2012-08-07,832.96,836.09,836.84,831.55,593460000.0,-0.07,825.47,816.32,830.29,815.85,2810000000.0,1.61,828.67,824.57,853.64,808.42,13680000000.0,1.75,835.75
2012-08-08,835.75,836.79,839.53,834.71,1270000000.0,0.33,825.47,816.32,830.29,815.85,2810000000.0,1.61,828.67,824.57,853.64,808.42,13680000000.0,1.75,839.25
2012-08-09,839.25,840.39,843.39,833.79,1070000000.0,0.42,825.47,816.32,830.29,815.85,2810000000.0,1.61,828.67,824.57,853.64,808.42,13680000000.0,1.75,841.5
2012-08-10,841.5,838.26,841.5,833.82,481460000.0,0.27,825.47,816.32,830.29,815.85,2810000000.0,1.61,828.67,824.57,853.64,808.42,13680000000.0,1.75,848.99
2012-08-14,848.99,845.42,848.99,840.78,608050000.0,0.89,841.5,832.44,843.39,828.51,4040000000.0,1.94,828.67,824.57,853.64,808.42,13680000000.0,1.75,848.75
2012-08-15,848.75,845.54,848.89,841.48,621370000.0,-0.03,841.5,832.44,843.39,828.51,4040000000.0,1.94,828.67,824.57,853.64,808.42,13680000000.0,1.75,845.18
2012-08-16,845.18,849.85,851.22,845.18,758510000.0,-0.42,841.5,832.44,843.39,828.51,4040000000.0,1.94,828.67,824.57,853.64,808.42,13680000000.0,1.75,843.73
2012-08-17,843.73,849.45,849.46,840.87,664550000.0,-0.17,841.5,832.44,843.39,828.51,4040000000.0,1.94,828.67,824.57,853.64,808.42,13680000000.0,1.75,846.85
2012-08-20,846.85,842.03,847.76,838.96,391190000.0,0.37,843.73,845.42,851.22,840.78,2650000000.0,0.27,828.67,824.57,853.64,808.42,13680000000.0,1.75,848.17
2012-08-21,848.17,845.25,850.84,844.77,769210000.0,0.16,843.73,845.42,851.22,840.78,2650000000.0,0.27,828.67,824.57,853.64,808.42,13680000000.0,1.75,848.83
2012-08-22,848.83,846.25,849.58,844.86,662960000.0,0.08,843.73,845.42,851.22,840.78,2650000000.0,0.27,828.67,824.57,853.64,808.42,13680000000.0,1.75,852.17
2012-08-23,852.17,850.2,855.64,849.3,762960000.0,0.39,843.73,845.42,851.22,840.78,2650000000.0,0.27,828.67,824.57,853.64,808.42,13680000000.0,1.75,850.6
2012-08-24,850.6,847.31,851.26,845.71,836930000.0,-0.18,843.73,845.42,851.22,840.78,2650000000.0,0.27,828.67,824.57,853.64,808.42,13680000000.0,1.75,846.66
2012-08-27,846.66,852.16,853.93,846.66,548940000.0,-0.46,850.6,842.03,855.64,838.96,3420000000.0,0.81,828.67,824.57,853.64,808.42,13680000000.0,1.75,845.55
2012-08-28,845.55,846.94,850.84,845.44,836700000.0,-0.13,850.6,842.03,855.64,838.96,3420000000.0,0.81,828.67,824.57,853.64,808.42,13680000000.0,1.75,834.88
2012-08-29,834.88,845.34,847.96,834.88,873520000.0,-1.26,850.6,842.03,855.64,838.96,3420000000.0,0.81,828.67,824.57,853.64,808.42,13680000000.0,1.75,830.52
2012-08-30,830.52,831.61,832.38,825.35,905780000.0,-0.52,850.6,842.03,855.64,838.96,3420000000.0,0.81,828.67,824.57,853.64,808.42,13680000000.0,1.75,840.32
2012-08-31,840.32,829.25,840.32,827.67,1060000000.0,1.18,850.6,842.03,855.64,838.96,3420000000.0,0.81,828.67,824.57,853.64,808.42,13680000000.0,1.75,846.27
2012-09-03,846.27,842.89,849.05,840.97,860270000.0,0.71,840.32,852.16,853.93,825.35,4230000000.000001,-1.21,840.32,826.78,855.64,816.83,16030000000.000002,1.41,846.46
2012-09-04,846.46,849.88,850.56,843.01,943440000.0,0.02,840.32,852.16,853.93,825.35,4230000000.000001,-1.21,840.32,826.78,855.64,816.83,16030000000.000002,1.41,843.17
2012-09-05,843.17,841.76,847.19,841.01,888680000.0,-0.39,840.32,852.16,853.93,825.35,4230000000.000001,-1.21,840.32,826.78,855.64,816.83,16030000000.000002,1.41,850.5
2012-09-06,850.5,846.09,852.8,845.58,919960000.0,0.87,840.32,852.16,853.93,825.35,4230000000.000001,-1.21,840.32,826.78,855.64,816.83,16030000000.000002,1.41,851.95
2012-09-07,851.95,858.49,859.74,851.95,1060000000.0,0.17,840.32,852.16,853.93,825.35,4230000000.000001,-1.21,840.32,826.78,855.64,816.83,16030000000.000002,1.41,855.12
2012-09-10,855.12,854.56,858.27,854.17,790250000.0,0.37,851.95,842.89,859.74,840.97,4670000000.0,1.38,840.32,826.78,855.64,816.83,16030000000.000002,1.41,852.8
