model,fold,test_year,base_seed,arm,window,models_in_arm,conceptual_fit_seconds,conceptual_inference_seconds,conceptual_trainable_parameters,n_test,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share
pit_cmm_lstm,fold_4,2025,2025,Global-Numeric,5,1,11.171871800004736,0.883816300003673,9462,234,15.586665596178277,12.50590303980515,1.5836983105932654,0.9062167791420044,0.4871794871794871,0.4839912280701754,-0.0330379656915115,1.0,234,0,0,73,47,73,41,0.376068376068376
pit_cmm_lstm,fold_4,2025,2025,Global-Numeric-News,5,1,10.94478840001102,0.8608583999885013,10006,234,18.12619592974839,14.32968270006104,1.811380450810988,0.8731670633316905,0.4914529914529914,0.4864035087719298,-0.0295649340544594,1.0,234,0,0,82,38,81,33,0.3034188034188034
pit_cmm_lstm,fold_4,2025,2025,Regime-SHAP-Numeric,5,3,24.92135990000679,2.636356999995769,19274,234,20.79362173951352,15.305124276212895,1.967117093593319,0.8330912953028805,0.5384615384615384,0.5427631578947368,0.0906845312637514,1.0,234,0,0,45,75,33,81,0.6666666666666666
pit_cmm_lstm,fold_4,2025,2025,Regime-SHAP-Numeric-News,5,3,26.81074690000969,3.260893099999521,20906,234,21.84442802590004,16.967360380387458,2.1704408328263773,0.8157955730505094,0.4743589743589743,0.4780701754385965,-0.0458227006773465,1.0,234,0,0,40,80,43,71,0.6452991452991453
pit_cmm_lstm,fold_4,2025,42,Global-Numeric,5,1,13.09326890000375,1.1779291999991983,9462,234,25.06325404466687,18.661573610538856,2.443077958104878,0.757510118979395,0.5341880341880342,0.537061403508772,0.0759987048851768,1.0,234,0,0,51,69,40,74,0.6111111111111112
pit_cmm_lstm,fold_4,2025,42,Global-Numeric-News,5,1,12.605591300001834,0.9694821000011872,10006,234,27.92790013739887,21.25137282204169,2.785674520559157,0.6989107334032407,0.5384615384615384,0.543201754385965,0.0928749465135804,1.0,234,0,0,43,77,31,83,0.6837606837606838
pit_cmm_lstm,fold_4,2025,42,Regime-SHAP-Numeric,5,3,28.36596189999545,3.1139869000035105,19274,234,45.2352666894563,33.83079994411614,4.2905662527510025,0.2100983550898206,0.5042735042735043,0.5035087719298246,0.0070278259807088,1.0,234,0,0,64,56,60,54,0.4700854700854701
pit_cmm_lstm,fold_4,2025,42,Regime-SHAP-Numeric-News,5,3,26.57241619999695,2.781320199996117,20906,234,43.08007871305533,32.869742193267264,4.156235176233785,0.2835734296296149,0.4786324786324786,0.4807017543859649,-0.0391028472837702,1.0,234,0,0,48,72,50,64,0.5811965811965812
pit_cmm_lstm,fold_4,2025,456,Global-Numeric,5,1,11.277152399998158,1.0050849999970524,9462,234,19.63643152345083,14.604220817802304,1.879401740742829,0.8511517123439782,0.5512820512820513,0.5513157894736842,0.1025978352085154,1.0,234,0,0,66,54,51,63,0.5
pit_cmm_lstm,fold_4,2025,456,Global-Numeric-News,5,1,11.150795400011702,0.9526294999959646,10006,234,15.757837152538997,12.276929421753458,1.558366684295381,0.9041456284797054,0.5384615384615384,0.5359649122807018,0.0733371629236193,1.0,234,0,0,76,44,64,50,0.4017094017094017
pit_cmm_lstm,fold_4,2025,456,Regime-SHAP-Numeric,5,3,25.27893860000768,2.8466691999929026,19274,234,33.42123428200008,25.336883407520432,3.2451118649724235,0.5688149668496281,0.5512820512820513,0.5532894736842104,0.1078276136171676,1.0,234,0,0,57,63,42,72,0.5769230769230769
pit_cmm_lstm,fold_4,2025,456,Regime-SHAP-Numeric-News,5,3,25.667898599989712,2.865348399995128,20906,234,29.976864816388087,22.425888680524668,2.898469810878648,0.6531105219595272,0.5384615384615384,0.5445175438596491,0.1008426317984828,1.0,234,0,0,37,83,25,89,0.7350427350427351
pit_cmm_lstm,fold_4,2025,789,Global-Numeric,5,1,10.90653839999868,0.9120255000016186,9462,234,24.462964974339688,18.345795469505667,2.3817730160908006,0.7689867473289159,0.5427350427350427,0.543640350877193,0.0874566872175207,1.0,234,0,0,61,59,48,66,0.5341880341880342
pit_cmm_lstm,fold_4,2025,789,Global-Numeric-News,5,1,11.16530249999778,0.8612575000006473,10006,234,21.29825397021631,16.78374609535576,2.159191940486868,0.824891708407492,0.5170940170940171,0.5177631578947368,0.0355614266355882,1.0,234,0,0,59,61,52,62,0.5256410256410257
pit_cmm_lstm,fold_4,2025,789,Regime-SHAP-Numeric,5,3,24.641681000008248,2.6886572999937925,19274,234,23.30306056216388,17.96847006019045,2.3226478116201195,0.7903742469556387,0.4871794871794871,0.494078947368421,-0.0140487871737254,1.0,234,0,0,27,93,27,87,0.7692307692307693
pit_cmm_lstm,fold_4,2025,789,Regime-SHAP-Numeric-News,5,3,24.74323410000943,2.8539383999886923,20906,234,23.81789889024538,17.919190751514115,2.3129912252048124,0.7810093348845004,0.5042735042735043,0.5125000000000001,0.0325617545157329,1.0,234,0,0,23,97,19,95,0.8205128205128205
