fit_id,model,fold,test_year,base_seed,arm,scope,regime,fit_seed,features,feature_hash,training_sequences,fit_seconds,inference_seconds,trainable_parameters
fcdc0ef79dbb24c5f1f3,pit_cmm_lstm,fold_2,2023,789,Regime-SHAP-Numeric,regime,sideway,1412251680,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,383,8.035348899997189,0.8797852999996394,9462
2e3288427a09734df8d2,pit_cmm_lstm,fold_2,2023,789,Regime-SHAP-Numeric,regime,bear,1676376697,80,3034bb44ef0fa18ea49b08e084cf6672fd5fcb2627e8c5fb230ab20b267caba1,286,7.619764500006568,0.8674208000011276,6606
ba43e794327965813b69,pit_cmm_lstm,fold_2,2023,789,Regime-SHAP-Numeric-News,regime,bull,566602380,38,a076ebcf4d70529ea1d6654ebdf65c2a1c5ef4e9aac6738f5e41bbf8fe0350d5,295,7.430164299992612,0.8842453999968711,3750
7f6866b802e0fbabc7ff,pit_cmm_lstm,fold_2,2023,789,Regime-SHAP-Numeric-News,regime,sideway,1412251680,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,383,7.666531099996064,0.8818683999998029,10006
eb806852f1405d17ffe0,pit_cmm_lstm,fold_2,2023,789,Regime-SHAP-Numeric-News,regime,bear,1676376697,88,be0ab9371cbac6ff813972092044dcb7cc3434af5ef9cae2b353078f4f11f534,286,7.341723399993498,0.8891199000063352,7150
9103a9abc8d18b28c4d8,pit_cmm_lstm,fold_3,2024,123,Global-Numeric,global,global,123,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,1207,10.458069500004058,0.8887652999983402,9462
ae420ce88a5957365aa3,pit_cmm_lstm,fold_3,2024,123,Global-Numeric-News,global,global,123,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,1207,10.636072599998442,0.966011399999843,10006
90b619c7b3750eb7e772,pit_cmm_lstm,fold_3,2024,123,Regime-SHAP-Numeric,regime,bull,288347036,30,834d1e1f08392962409a468e4fdae8502fe8638e073183aebbdba5131f23b9c5,334,8.015498900000239,0.8974702999985311,3206
e73814054634e24ff5b2,pit_cmm_lstm,fold_3,2024,123,Regime-SHAP-Numeric,regime,sideway,2046851630,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,468,8.286445499994443,0.9207159999932628,9462
931ccc88ae66cf83db90,pit_cmm_lstm,fold_3,2024,123,Regime-SHAP-Numeric,regime,bear,235231008,80,3034bb44ef0fa18ea49b08e084cf6672fd5fcb2627e8c5fb230ab20b267caba1,405,7.824764499993762,0.8977078000025358,6606
