fit_id,protocol_id,model,fold,test_year,arm,base_seed,window,feature_count,feature_hash,training_sequences,memory_up,memory_down,fit_seconds,inference_seconds,retrieval_seconds,trainable_parameters,final_training_loss
a66943de519a32cafd38,pit-dern-exploratory-v1,pit_dern,fold_4,2025,Global-Numeric-News,123,5,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,1451,724,727,7.07196680000925,0.4970559999928809,0.1800004999968223,9108,0.9850690364837646
1995198eb63ca22cc4d8,pit-dern-exploratory-v1,pit_dern,fold_4,2025,Regime-SHAP-Numeric,123,5,125,f9f73c978d7d4b0246529d54df3c6ccc278517349dcf8ec33bb376d0c73b587e,1451,724,727,6.704683900010423,0.4981086000043433,0.1096653999993577,8988,0.9756811857223512
eb53bdefa4b875702c43,pit-dern-exploratory-v1,pit_dern,fold_4,2025,Regime-SHAP-Numeric-News,123,5,133,575a8c387a14e32dd236a1d627c5a005e4370d777ca533c4b60272e5687148ea,1451,724,727,6.935167200004798,0.4872375999984797,0.0142021999927237,9180,0.9459778666496276
18fb5483450fbab1a51c,pit-dern-exploratory-v1,pit_dern,fold_4,2025,Global-Numeric,2025,5,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,1451,724,727,6.457614799990552,0.4949070000002393,0.1257324000034714,8916,0.9519219398498536
0d4c0316c7e0abc5d931,pit-dern-exploratory-v1,pit_dern,fold_4,2025,Global-Numeric-News,2025,5,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,1451,724,727,6.495355100007146,0.488805200002389,0.1303024000080768,9108,0.8936849236488342
e3d20c7cb488f14339d3,pit-dern-exploratory-v1,pit_dern,fold_4,2025,Regime-SHAP-Numeric,2025,5,125,f9f73c978d7d4b0246529d54df3c6ccc278517349dcf8ec33bb376d0c73b587e,1451,724,727,6.635209499989287,0.496509699994931,0.0138317999953869,8988,0.95340895652771
dd0063d674e283f30e82,pit-dern-exploratory-v1,pit_dern,fold_4,2025,Regime-SHAP-Numeric-News,2025,5,133,575a8c387a14e32dd236a1d627c5a005e4370d777ca533c4b60272e5687148ea,1451,724,727,6.866234999994049,0.4667244000011123,0.1446816999959992,9180,0.9374032616615297
2f4ed0ae10e628d46185,pit-dern-exploratory-v1,pit_dern,fold_4,2025,Global-Numeric,42,5,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,1451,724,727,6.820701799995732,0.5053765000047861,0.0871495000028517,8916,0.9631059169769288
811e27cf21d495148d6b,pit-dern-exploratory-v1,pit_dern,fold_4,2025,Global-Numeric-News,42,5,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,1451,724,727,7.202358900001855,0.5468803999974625,0.0178699999960372,9108,0.9393222332000732
c558b4e989343f929bee,pit-dern-exploratory-v1,pit_dern,fold_4,2025,Regime-SHAP-Numeric,42,5,125,f9f73c978d7d4b0246529d54df3c6ccc278517349dcf8ec33bb376d0c73b587e,1451,724,727,6.992068799998378,0.5265747000084957,0.1012523000099463,8988,0.9761252999305724
f979e7f141a5180c0555,pit-dern-exploratory-v1,pit_dern,fold_4,2025,Regime-SHAP-Numeric-News,42,5,133,575a8c387a14e32dd236a1d627c5a005e4370d777ca533c4b60272e5687148ea,1451,724,727,6.742400800008909,0.5084949000010965,0.1062753999867709,9180,0.9655522108078004
9b5b311332090de154bb,pit-dern-exploratory-v1,pit_dern,fold_4,2025,Global-Numeric,456,5,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,1451,724,727,6.797351899993373,0.4965880999952787,0.1057056999998167,8916,0.9762263298034668
467546988cdea109b249,pit-dern-exploratory-v1,pit_dern,fold_4,2025,Global-Numeric-News,456,5,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,1451,724,727,6.777049600001192,0.5089205999975093,0.1237363000109326,9108,0.9460941553115844
6b2ea973327717ef9b2f,pit-dern-exploratory-v1,pit_dern,fold_4,2025,Regime-SHAP-Numeric,456,5,125,f9f73c978d7d4b0246529d54df3c6ccc278517349dcf8ec33bb376d0c73b587e,1451,724,727,6.734499700003653,0.4956067000020994,0.111966399999801,8988,0.9674586057662964
dfe6cfa3246f917d8f99,pit-dern-exploratory-v1,pit_dern,fold_4,2025,Regime-SHAP-Numeric-News,456,5,133,575a8c387a14e32dd236a1d627c5a005e4370d777ca533c4b60272e5687148ea,1451,724,727,7.057160299998941,0.5084841000061715,0.1557431999972323,9180,0.9559800624847412
e0937aab5130ea6f1a45,pit-dern-exploratory-v1,pit_dern,fold_4,2025,Global-Numeric,789,5,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,1451,724,727,6.9810274000046775,0.522948500001803,0.1247205000108806,8916,0.9245231747627258
c8de779a3854fbbbc9a6,pit-dern-exploratory-v1,pit_dern,fold_4,2025,Global-Numeric-News,789,5,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,1451,724,727,7.061374000011711,0.5424550000025192,0.1249324999953387,9108,0.8947344422340393
e8c68347c8f922f3fe10,pit-dern-exploratory-v1,pit_dern,fold_4,2025,Regime-SHAP-Numeric,789,5,125,f9f73c978d7d4b0246529d54df3c6ccc278517349dcf8ec33bb376d0c73b587e,1451,724,727,7.123117000010097,0.5231276999984402,0.0174007000023266,8988,0.9537766575813292
6748224397ffed535c3b,pit-dern-exploratory-v1,pit_dern,fold_4,2025,Regime-SHAP-Numeric-News,789,5,133,575a8c387a14e32dd236a1d627c5a005e4370d777ca533c4b60272e5687148ea,1451,724,727,6.949805500000366,0.4867149999918183,0.1345682999963173,9180,0.9301080703735352
