model,fold,test_year,contrast,treatment_arm,control_arm,balanced_accuracy_treatment,direction_accuracy_treatment,mcc_treatment,rmse_treatment,mae_treatment,balanced_accuracy_control,direction_accuracy_control,mcc_control,rmse_control,mae_control,balanced_accuracy_delta_pp,direction_accuracy_delta_pp,mcc_delta,rmse_delta,mae_delta
lstm_cnn_attention,fold_3,2024,observed_vs_lagged,Observed-News,Global-Numeric-Lagged-News,0.5437781815734571,0.5327868852459017,0.10337708314901928,33.99447464390793,27.149634514478375,0.5651457029409785,0.5532786885245902,0.1589491740230917,36.42881454846913,28.99317616513126,-2.1367521367521403,-2.049180327868849,-0.055572090874072416,-2.434339904561199,-1.8435416506528846
lstm_cnn_attention,fold_4,2025,observed_vs_lagged,Observed-News,Global-Numeric-Lagged-News,0.5412280701754386,0.5341880341880342,0.09846657426694166,56.85990854474363,43.236134793611164,0.5414473684210527,0.5341880341880342,0.10035970427970674,55.268736211512255,42.75753086078675,-0.021929824561406353,0.0,-0.0018931300127650735,1.591172333231377,0.47860393282441294
cnn,fold_1,2022,observed_vs_random,Observed-News,Global-Numeric-Random-Features,0.4557655821797484,0.4666666666666667,-0.08960951668142403,23.669960929649214,19.072225700462504,0.46237088047220853,0.475,-0.07678415687034601,23.796755166119254,19.259833336915204,-0.6605298292460149,-0.8333333333333304,-0.012825359811078019,-0.1267942364700403,-0.18760763645270018
cnn,fold_2,2023,observed_vs_random,Observed-News,Global-Numeric-Random-Features,0.5327576754385965,0.5371900826446281,0.06622719756550707,20.244824996535026,16.158442989037372,0.5376233552631579,0.5413223140495868,0.07578617642105842,19.135107827653655,15.455598631618448,-0.486567982456132,-0.4132231404958664,-0.009558978855551348,1.109717168881371,0.7028443574189236
cnn,fold_3,2024,observed_vs_random,Observed-News,Global-Numeric-Random-Features,0.5402786190187765,0.5245901639344263,0.12436011934391149,30.608108109836703,25.224385348567196,0.5183390537721246,0.5,0.08158757873721394,34.49475880126974,29.599892621231827,2.193956524665186,2.4590163934426257,0.04277254060669755,-3.8866506914330365,-4.375507272664631
cnn,fold_4,2025,observed_vs_random,Observed-News,Global-Numeric-Random-Features,0.5427631578947368,0.5384615384615384,0.09068453126375146,27.754698380975192,21.82487796047304,0.5105263157894737,0.5085470085470085,0.02129928170215658,20.99626459628301,16.89144929400214,3.223684210526312,2.991452991452992,0.06938524956159489,6.758433784692183,4.933428666470899
lstm,fold_1,2022,observed_vs_random,Observed-News,Global-Numeric-Random-Features,0.47751387815332724,0.49583333333333335,-0.047419533787957845,11.934967588578424,9.681344625524462,0.4742463635724826,0.475,-0.05120591128533774,11.582248361256038,9.17115032185855,0.32675145808446215,2.083333333333337,0.0037863774973798947,0.35271922732238536,0.5101943036659122
lstm,fold_2,2023,observed_vs_random,Observed-News,Global-Numeric-Random-Features,0.5373492324561404,0.5537190082644629,0.09078009129286156,12.998561306617965,10.533375788181443,0.5522889254385965,0.5578512396694215,0.10651904273694539,11.683488489096067,9.370112738107945,-1.493969298245612,-0.4132231404958664,-0.015738951444083826,1.315072817521898,1.163263050073498
lstm,fold_3,2024,observed_vs_random,Observed-News,Global-Numeric-Random-Features,0.5172286156538125,0.5040983606557377,0.04477481844730464,13.512984206228388,10.847737938862828,0.5365771586244028,0.5245901639344263,0.08988164458027395,15.176121491570443,12.37210437973697,-1.93485429705903,-2.0491803278688603,-0.04510682613296931,-1.6631372853420547,-1.5243664408741413
lstm,fold_4,2025,observed_vs_random,Observed-News,Global-Numeric-Random-Features,0.47850877192982455,0.4700854700854701,-0.0570694144736635,13.472887995121775,10.61668931781128,0.5364035087719299,0.5427350427350427,0.08380525648430658,12.11077051249513,9.407211920677668,-5.789473684210533,-7.264957264957261,-0.14087467095797007,1.3621174826266458,1.2094773971336128
lstm_attention,fold_1,2022,observed_vs_random,Observed-News,Global-Numeric-Random-Features,0.4652870493991989,0.44583333333333336,-0.0741840458334847,23.627278652752253,18.379724005687297,0.4402009697140046,0.42916666666666664,-0.12178715680732714,22.269950359691702,17.575273075311507,2.508607968519433,1.6666666666666718,0.04760311097384244,1.3573282930605508,0.8044509303757899
lstm_attention,fold_2,2023,observed_vs_random,Observed-News,Global-Numeric-Random-Features,0.5256990131578947,0.5165289256198347,0.054046334467449685,21.453524426368617,17.078808661713982,0.5432428728070176,0.5330578512396694,0.0920650082831035,20.996461100603135,16.771621546599096,-1.7543859649122862,-1.6528925619834767,-0.03801867381565382,0.4570633257654819,0.3071871151148855
lstm_attention,fold_3,2024,observed_vs_random,Observed-News,Global-Numeric-Random-Features,0.5661551921394441,0.5532786885245902,0.16899630579268238,22.408843478962805,18.172253789921253,0.5381586917019988,0.5286885245901639,0.08582944302967507,21.485935787289076,17.39583546214905,2.799650043744528,2.4590163934426257,0.0831668627630073,0.9229076916737284,0.7764183277722019
lstm_attention,fold_4,2025,observed_vs_random,Observed-News,Global-Numeric-Random-Features,0.5116228070175438,0.5085470085470085,0.02393343679045498,23.641338364629895,18.75376443277516,0.5028508771929825,0.5,0.005846054221936677,23.255377620667215,18.283424706382636,0.877192982456132,0.8547008547008517,0.018087382568518304,0.38596074396268065,0.47033972639252397
lstm_cnn,fold_1,2022,observed_vs_random,Observed-News,Global-Numeric-Random-Features,0.4958892558499052,0.5,-0.008196186044954768,27.157895518494936,21.01946754377412,0.46532218396458436,0.48333333333333334,-0.07290517751362645,26.708756283842124,21.833413189237035,3.056707188532082,1.6666666666666663,0.06470899146867168,0.4491392346528116,-0.8139456454629155
lstm_cnn,fold_2,2023,observed_vs_random,Observed-News,Global-Numeric-Random-Features,0.5526315789473684,0.5495867768595041,0.10560749364557687,20.056865136203943,15.864006362929747,0.5389939692982456,0.5371900826446281,0.07798793859649122,20.229212406883068,16.33849928354726,1.363760964912275,1.2396694214875992,0.027619555049085642,-0.17234727067912559,-0.47449292061751436
lstm_cnn,fold_3,2024,observed_vs_random,Observed-News,Global-Numeric-Random-Features,0.5504071606433811,0.5368852459016393,0.1334186961337341,28.342002044317134,22.748721493136674,0.5392691298203109,0.5245901639344263,0.11193577215643705,26.941834734111442,21.754669138802836,1.1138030823070189,1.2295081967213073,0.021482923977297064,1.400167310205692,0.9940523543338387
